Timestamp,Distance (cm)
2025-02-09 15:29:08,792.2680053710938
2025-02-09 15:29:09,792.302001953125
2025-02-09 15:29:10,792.2000122070312
2025-02-09 15:29:11,792.2509765625
2025-02-09 15:29:13,792.3189697265625
2025-02-09 15:29:14,792.2000122070312
2025-02-09 15:29:15,792.3359985351562
2025-02-09 15:29:16,792.302001953125
2025-02-09 15:29:18,792.2509765625
2025-02-09 15:29:19,792.2000122070312
2025-02-09 15:29:20,792.1829833984375
2025-02-09 15:29:21,792.2169799804688
2025-02-09 15:29:22,792.2340087890625
2025-02-09 15:29:23,792.0809936523438
2025-02-09 15:29:24,790.3809814453125
2025-02-09 15:29:25,21.94700050354004
2025-02-09 15:29:26,789.7349853515625
2025-02-09 15:29:28,791.4520263671875
2025-02-09 15:29:29,6.765999794006348
2025-02-09 15:29:30,16.694000244140625
2025-02-09 15:29:31,16.04800033569336
2025-02-09 15:29:32,19.125
2025-02-09 15:29:33,32.04499816894531
2025-02-09 15:29:34,47.888999938964844
2025-02-09 15:29:35,2.499000072479248
2025-02-09 15:29:36,785.3489990234375
2025-02-09 15:29:37,4.828000068664551
2025-02-09 15:29:38,790.9929809570312
2025-02-09 15:29:40,788.9530029296875
2025-02-09 15:29:41,16.625999450683594
2025-02-09 15:29:42,789.2930297851562
2025-02-09 15:29:43,789.531005859375
2025-02-09 15:29:44,790.0579833984375
2025-02-09 15:29:45,792.2340087890625
2025-02-09 15:29:46,790.0239868164062
2025-02-09 15:29:47,790.2109985351562
2025-02-09 15:29:48,790.0750122070312
2025-02-09 15:29:50,789.989990234375
2025-02-09 15:29:51,790.0750122070312
2025-02-09 15:29:52,790.0579833984375
2025-02-09 15:29:53,790.822998046875
2025-02-09 15:29:54,790.2789916992188
2025-02-09 15:29:55,790.1430053710938
2025-02-09 15:29:56,789.9730224609375
2025-02-09 15:29:57,789.7860107421875
2025-02-09 15:29:58,790.0239868164062
2025-02-09 15:29:59,790.0750122070312
2025-02-09 15:30:01,790.1599731445312
2025-02-09 15:30:02,789.7349853515625
2025-02-09 15:30:03,790.1939697265625
2025-02-09 15:30:04,790.2620239257812
2025-02-09 15:30:05,790.2960205078125
2025-02-09 15:30:06,790.22802734375
2025-02-09 15:30:07,790.2449951171875
2025-02-09 15:30:08,790.2620239257812
2025-02-09 15:30:09,790.5339965820312
2025-02-09 15:30:10,75.49700164794922
2025-02-09 15:30:12,28.525999069213867
2025-02-09 15:30:13,77.14600372314453
2025-02-09 15:30:14,52.37699890136719
2025-02-09 15:30:15,792.0640258789062
2025-02-09 15:30:16,791.5880126953125
2025-02-09 15:30:17,791.3839721679688
2025-02-09 15:30:18,791.3159790039062
2025-02-09 15:30:19,791.3670043945312
2025-02-09 15:30:20,6.765999794006348
2025-02-09 15:30:21,791.3499755859375
2025-02-09 15:30:22,791.60498046875
